631	176.7	-44.1	0
632	176.7	-44.1	58
633	176.7	-44.1	116
634	176.7	-44.1	174
635	176.7	-44.1	232
636	176.7	-44.1	290
637	176.7	-44.1	348
638	117.3	-44.1	-348
639	117.3	-44.1	-290
640	117.3	-44.1	-232
641	117.3	-44.1	-174
642	117.3	-44.1	-116
643	117.3	-44.1	-58
644	117.3	-44.1	0
645	117.3	-44.1	58
646	117.3	-44.1	116
647	117.3	-44.1	174
648	117.3	-44.1	232
649	117.3	-44.1	290
650	117.3	-44.1	348
651	117.3	-102.9	-348
652	117.3	-102.9	-290
653	117.3	-102.9	-232
654	117.3	-102.9	-174
655	117.3	-102.9	-116
656	117.3	-102.9	-58
657	117.3	-102.9	0
658	117.3	-102.9	58
659	117.3	-102.9	116
660	117.3	-102.9	174
661	117.3	-102.9	232
662	117.3	-102.9	290
663	117.3	-102.9	348
664	176.7	-102.9	-348
665	176.7	-102.9	-290
666	176.7	-102.9	-232
667	176.7	-102.9	-174
668	176.7	-102.9	-116
669	176.7	-102.9	-58
670	176.7	-102.9	0
671	176.7	-102.9	58
672	176.7	-102.9	116
673	176.7	-102.9	174
674	176.7	-102.9	232
675	176.7	-102.9	290
676	176.7	-102.9	348
677	176.7	-191.1	-348
678	176.7	-191.1	-290
679	176.7	-191.1	-232
680	176.7	-191.1	-174
681	176.7	-191.1	-116
682	176.7	-191.1	-58
683	176.7	-191.1	0
684	176.7	-191.1	58
685	176.7	-191.1	116
686	176.7	-191.1	174
687	176.7	-191.1	232
688	176.7	-191.1	290
689	176.7	-191.1	348
690	117.3	-191.1	-348
691	117.3	-191.1	-290
692	117.3	-191.1	-232
693	117.3	-191.1	-174
694	117.3	-191.1	-116
695	117.3	-191.1	-58
696	117.3	-191.1	0
697	117.3	-191.1	58
698	117.3	-191.1	116
699	117.3	-191.1	174
700	117.3	-191.1	232
701	117.3	-191.1	290
702	117.3	-191.1	348
703	117.3	-249.9	-348
704	117.3	-249.9	-290
705	117.3	-249.9	-232
706	117.3	-249.9	-174
707	117.3	-249.9	-116
708	117.3	-249.9	-58
709	117.3	-249.9	0
710	117.3	-249.9	58
711	117.3	-249.9	116
712	117.3	-249.9	174
713	117.3	-249.9	232
714	117.3	-249.9	290
715	117.3	-249.9	348
716	176.7	-249.9	-348
717	176.7	-249.9	-290
718	176.7	-249.9	-232
719	176.7	-249.9	-174
720	176.7	-249.9	-116
721	176.7	-249.9	-58
722	176.7	-249.9	0
723	176.7	-249.9	58
724	176.7	-249.9	116
725	176.7	-249.9	174
726	176.7	-249.9	232
727	176.7	-249.9	290
728	176.7	-249.9	348
729	323.7	-117.6	-348
730	323.7	-117.6	-290
731	323.7	-117.6	-232
732	323.7	-117.6	-174
733	323.7	-117.6	-116
734	323.7	-117.6	-58
735	323.7	-117.6	0
736	323.7	-117.6	58
737	323.7	-117.6	116
738	323.7	-117.6	174
739	323.7	-117.6	232
740	323.7	-117.6	290
741	323.7	-117.6	348
742	264.3	-117.6	-348
743	264.3	-117.6	-290
744	264.3	-117.6	-232
745	264.3	-117.6	-174
